Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
49671,80,23759,80,allow,2122,1018,1104,13,41,7,6
56543,53,18371,53,allow,756,95,661,2,30,1,1
62030,53,0,0,allow,229,85,144,2,31,1,1
56314,53,2805,53,allow,182,93,89,2,30,1,1
65239,53,46235,53,allow,198,101,97,2,31,1,1
56575,53,50705,53,allow,732,89,643,2,31,1,1
56925,53,7944,53,allow,192,98,94,2,30,1,1
55106,53,52896,53,allow,184,94,90,2,31,1,1
56612,53,25509,53,allow,274,87,187,4,31,2,2
56592,53,10104,53,allow,200,102,98,2,31,1,1
64306,53,29347,53,allow,216,110,106,2,31,1,1
64193,445,0,0,drop,70,70,0,1,0,1,0
52569,445,0,0,drop,70,70,0,1,0,1,0
52565,445,0,0,drop,70,70,0,1,0,1,0
52564,445,0,0,drop,70,70,0,1,0,1,0
64347,445,0,0,drop,66,66,0,1,0,1,0
52562,445,0,0,drop,70,70,0,1,0,1,0
64344,445,0,0,drop,66,66,0,1,0,1,0
49600,80,7933,80,allow,312,192,120,6,41,4,2
49569,53,19473,53,allow,198,102,96,2,30,1,1
57232,53,10597,53,allow,821,102,719,2,30,1,1
64341,445,0,0,drop,66,66,0,1,0,1,0
64342,445,0,0,drop,66,66,0,1,0,1,0
64340,445,0,0,drop,66,66,0,1,0,1,0
64180,445,0,0,drop,70,70,0,1,0,1,0
52558,445,0,0,drop,70,70,0,1,0,1,0
52553,445,0,0,drop,70,70,0,1,0,1,0
52549,445,0,0,drop,70,70,0,1,0,1,0
64177,445,0,0,drop,70,70,0,1,0,1,0
64329,445,0,0,drop,66,66,0,1,0,1,0
55106,53,41822,53,allow,177,94,83,2,30,1,1
64306,53,23219,53,allow,216,110,106,2,30,1,1
65516,53,26663,53,allow,290,94,196,4,40,2,2
56782,53,44895,53,allow,197,102,95,2,30,1,1
39378,443,56513,443,allow,494,342,152,4,5,2,2
49644,80,40102,80,allow,318,192,126,6,41,4,2
49874,53,61806,53,allow,165,86,79,2,29,1,1
65041,53,3296,53,allow,200,94,106,2,29,1,1
65501,53,16521,53,allow,443,182,261,6,29,3,3
55556,53,62239,53,allow,183,94,89,2,29,1,1
56037,53,56792,53,allow,168,94,74,2,29,1,1
54979,53,30018,53,allow,207,97,110,3,64,2,1
55106,53,22662,53,allow,184,94,90,2,30,1,1
49633,80,21073,80,allow,318,192,126,6,41,4,2
49564,80,48576,80,allow,318,192,126,6,45,4,2
50376,53,42212,53,allow,819,102,717,2,30,1,1
56925,53,48692,53,allow,196,102,94,2,30,1,1
57007,53,5847,53,allow,183,94,89,2,30,1,1
49764,53,54622,53,allow,199,102,97,2,30,1,1
55538,53,6885,53,allow,168,86,82,2,30,1,1
55707,53,54526,53,allow,811,94,717,2,30,1,1
65351,53,49727,53,allow,228,110,118,2,30,1,1
49606,80,25049,80,allow,454,262,192,8,41,5,3
36404,80,8914,80,allow,534,460,74,6,15,5,1
49668,80,43673,80,allow,318,192,126,6,41,4,2
65516,53,20089,53,allow,506,204,302,6,57,3,3
54625,53,52244,53,allow,168,78,90,2,30,1,1
49575,80,43723,80,allow,318,192,126,6,43,4,2
49584,80,44285,80,allow,318,192,126,6,42,4,2
65481,53,60374,53,allow,168,86,82,2,30,1,1
56965,53,39310,53,allow,183,94,89,2,30,1,1
56491,53,2856,53,allow,165,86,79,2,30,1,1
64403,53,33316,53,allow,193,102,91,2,30,1,1
49487,53,55528,53,allow,183,94,89,2,30,1,1
64950,53,55366,53,allow,183,94,89,2,30,1,1
56314,53,10977,53,allow,183,94,89,2,30,1,1
49764,53,50844,53,allow,199,102,97,2,30,1,1
55947,53,4712,53,allow,94,94,0,1,30,1,0
57007,53,38539,53,allow,183,94,89,2,30,1,1
56592,53,38145,53,allow,200,102,98,2,30,1,1
64636,53,38894,53,allow,182,102,80,2,30,1,1
57232,53,8301,53,allow,198,102,96,2,30,1,1
65239,53,27517,53,allow,199,102,97,2,30,1,1
56925,53,20388,53,allow,196,102,94,2,30,1,1
49604,80,21319,80,allow,454,262,192,8,41,5,3
49607,80,52438,80,allow,378,192,186,7,41,4,3
49643,80,57400,80,allow,312,192,120,6,41,4,2
49649,80,26716,80,allow,378,192,186,7,41,4,3
61594,53,61594,53,allow,235,90,145,2,33,1,1
49673,80,41313,80,allow,318,192,126,6,41,4,2
56791,53,55367,53,allow,250,87,163,4,58,2,2
60824,53,60824,53,allow,220,90,130,2,30,1,1
49569,53,26958,53,allow,821,102,719,2,30,1,1
51263,443,57364,443,allow,162,102,60,2,5,1,1
55639,53,59060,53,allow,196,102,94,2,30,1,1
64893,53,6270,53,allow,326,134,192,2,30,1,1
55452,53,61292,53,allow,184,94,90,2,30,1,1
58736,53,58736,53,allow,235,90,145,2,32,1,1
65427,53,25865,53,allow,677,188,489,6,57,3,3
65516,53,41111,53,allow,290,94,196,4,40,2,2
56782,53,33216,53,allow,197,102,95,2,33,1,1
40288,80,46706,80,allow,1195,763,432,10,32,6,4
59533,443,28553,443,allow,448,78,370,6,24,1,5
49645,80,12574,80,allow,318,192,126,6,41,4,2
49614,80,63774,80,allow,374,192,182,7,41,4,3
49599,80,35878,80,allow,312,192,120,6,41,4,2
49651,80,24642,80,allow,318,192,126,6,41,4,2
49642,80,32526,80,allow,312,192,120,6,41,4,2
49609,80,50781,80,allow,318,192,126,6,41,4,2
51829,80,1041,80,allow,1484,928,556,13,76,8,5
49608,80,48854,80,allow,318,192,126,6,41,4,2
49560,80,60008,80,allow,318,192,126,6,45,4,2
56596,53,55954,53,allow,199,102,97,2,29,1,1
64403,53,2916,53,allow,193,102,91,2,29,1,1
56312,53,29568,53,allow,195,102,93,2,29,1,1
49603,80,3315,80,allow,378,192,186,7,41,4,3
49548,53,2066,53,allow,263,102,161,2,29,1,1
56314,53,50014,53,allow,183,94,89,2,30,1,1
55538,53,33092,53,allow,250,86,164,4,30,2,2
58346,53,2203,53,allow,209,102,107,2,30,1,1
60187,53,13355,53,allow,168,78,90,2,30,1,1
64581,53,40086,53,allow,214,110,104,2,30,1,1
56791,53,43251,53,allow,250,87,163,4,58,2,2
49348,53,2617,53,allow,194,102,92,2,30,1,1
64076,53,25451,53,allow,255,102,153,2,30,1,1
49477,53,4842,53,allow,178,94,84,2,31,1,1
49466,53,63344,53,allow,807,94,713,2,30,1,1
42155,443,26461,443,allow,70,70,0,1,5,1,0
49648,80,25450,80,allow,318,192,126,6,41,4,2
49576,80,3769,80,allow,318,192,126,6,43,4,2
49605,80,22223,80,allow,454,262,192,8,41,5,3
49611,80,38044,80,allow,378,192,186,7,41,4,3
49610,80,55235,80,allow,378,192,186,7,41,4,3
49601,80,15488,80,allow,378,192,186,7,41,4,3
50376,53,40722,53,allow,196,102,94,2,30,1,1
55639,53,11030,53,allow,819,102,717,2,30,1,1
49611,53,5356,53,allow,177,94,83,2,30,1,1
55692,53,51127,53,allow,198,102,96,2,30,1,1
49580,443,38727,443,allow,442,262,180,8,42,5,3
49596,80,27800,80,allow,312,192,120,6,41,4,2
49598,80,32079,80,allow,372,192,180,7,41,4,3
49597,80,58897,80,allow,372,192,180,7,41,4,3
49650,80,5839,80,allow,318,192,126,6,41,4,2
49602,80,16412,80,allow,378,192,186,7,41,4,3
64950,53,1692,53,allow,183,94,89,2,30,1,1
65168,53,17811,53,allow,185,102,83,2,30,1,1
57007,53,22368,53,allow,183,94,89,2,30,1,1
55106,53,58487,53,allow,177,94,83,2,30,1,1
55538,53,2707,53,allow,168,86,82,2,30,1,1
57231,53,57692,53,allow,168,86,82,2,32,1,1
49613,80,63557,80,allow,374,192,182,7,41,4,3
49615,80,42615,80,allow,374,192,182,7,41,4,3
49562,80,14517,80,allow,318,192,126,6,45,4,2
49612,80,44677,80,allow,378,192,186,7,41,4,3
56314,53,22045,53,allow,183,94,89,2,30,1,1
55227,53,7352,53,allow,183,102,81,2,30,1,1
56293,53,53658,53,allow,166,86,80,2,30,1,1
49477,53,20665,53,allow,178,94,84,2,30,1,1
64716,53,1067,53,allow,195,102,93,2,30,1,1
49635,53,16265,53,allow,458,188,270,6,30,3,3
55692,53,9187,53,allow,198,102,96,2,31,1,1
64306,53,34963,53,allow,216,110,106,2,31,1,1
65212,53,6232,53,allow,196,102,94,2,31,1,1
64716,53,18562,53,allow,195,102,93,2,31,1,1
55032,53,18500,53,allow,458,188,270,6,31,3,3
56612,53,30112,53,allow,274,87,187,4,31,2,2
49591,53,7823,53,allow,402,118,284,2,30,1,1
56226,53,8376,53,allow,284,96,188,4,31,2,2
64987,53,57288,53,allow,196,102,94,2,31,1,1
56612,53,25011,53,allow,274,87,187,4,31,2,2
55697,53,64657,53,allow,193,102,91,2,31,1,1
49782,443,62911,443,allow,70,70,0,1,5,1,0
46412,53,4555,53,allow,164,78,86,2,31,1,1
51535,443,59853,443,allow,122,62,60,2,16,1,1
50023,53,26218,53,allow,166,86,80,2,31,1,1
55661,53,42015,53,allow,213,102,111,2,30,1,1
56925,53,23020,53,allow,196,102,94,2,30,1,1
56082,53,20820,53,allow,184,94,90,2,30,1,1
64632,53,26914,53,allow,224,94,130,2,30,1,1
57300,53,58923,53,allow,184,94,90,2,31,1,1
36258,23,0,0,deny,60,60,0,1,0,1,0
64172,445,0,0,drop,70,70,0,1,0,1,0
64171,445,0,0,drop,70,70,0,1,0,1,0
64321,445,0,0,drop,66,66,0,1,0,1,0
52534,445,0,0,drop,70,70,0,1,0,1,0
64169,445,0,0,drop,70,70,0,1,0,1,0
64318,445,0,0,drop,66,66,0,1,0,1,0
64312,445,0,0,drop,66,66,0,1,0,1,0
64162,445,0,0,drop,70,70,0,1,0,1,0
64303,445,0,0,drop,66,66,0,1,0,1,0
64160,445,0,0,drop,70,70,0,1,0,1,0
64159,445,0,0,drop,70,70,0,1,0,1,0
64158,445,0,0,drop,70,70,0,1,0,1,0
64157,445,0,0,drop,70,70,0,1,0,1,0
64151,445,0,0,drop,70,70,0,1,0,1,0
64152,445,0,0,drop,70,70,0,1,0,1,0
52526,445,0,0,drop,70,70,0,1,0,1,0
52523,445,0,0,drop,70,70,0,1,0,1,0
52522,445,0,0,drop,70,70,0,1,0,1,0
64291,445,0,0,drop,66,66,0,1,0,1,0
64295,445,0,0,drop,66,66,0,1,0,1,0
64296,445,0,0,drop,66,66,0,1,0,1,0
64294,445,0,0,drop,66,66,0,1,0,1,0
64289,445,0,0,drop,66,66,0,1,0,1,0
64290,445,0,0,drop,66,66,0,1,0,1,0
64292,445,0,0,drop,66,66,0,1,0,1,0
64288,445,0,0,drop,66,66,0,1,0,1,0
64139,445,0,0,drop,70,70,0,1,0,1,0
64138,445,0,0,deny,70,70,0,1,0,1,0
64135,445,0,0,drop,70,70,0,1,0,1,0
64129,445,0,0,drop,70,70,0,1,0,1,0
64128,445,0,0,drop,70,70,0,1,0,1,0
52518,445,0,0,drop,70,70,0,1,0,1,0
52515,445,0,0,drop,70,70,0,1,0,1,0
52509,445,0,0,drop,70,70,0,1,0,1,0
52506,445,0,0,drop,70,70,0,1,0,1,0
64276,445,0,0,drop,66,66,0,1,0,1,0
64273,445,0,0,drop,66,66,0,1,0,1,0
64274,445,0,0,drop,66,66,0,1,0,1,0
64117,445,0,0,drop,70,70,0,1,0,1,0
52502,445,0,0,drop,70,70,0,1,0,1,0
52498,445,0,0,drop,70,70,0,1,0,1,0
52497,445,0,0,drop,70,70,0,1,0,1,0
52496,445,0,0,drop,70,70,0,1,0,1,0
64113,445,0,0,drop,70,70,0,1,0,1,0
64102,445,0,0,drop,70,70,0,1,0,1,0
64101,445,0,0,drop,70,70,0,1,0,1,0
64104,445,0,0,drop,70,70,0,1,0,1,0
64100,445,0,0,drop,70,70,0,1,0,1,0
64097,445,0,0,drop,70,70,0,1,0,1,0
52485,445,0,0,drop,70,70,0,1,0,1,0
52482,445,0,0,drop,70,70,0,1,0,1,0
52480,445,0,0,drop,70,70,0,1,0,1,0
64263,445,0,0,drop,66,66,0,1,0,1,0
64090,445,0,0,drop,70,70,0,1,0,1,0
52477,445,0,0,drop,70,70,0,1,0,1,0
52474,445,0,0,drop,70,70,0,1,0,1,0
64083,445,0,0,drop,70,70,0,1,0,1,0
64080,445,0,0,drop,70,70,0,1,0,1,0
64246,445,0,0,drop,66,66,0,1,0,1,0
64248,445,0,0,drop,66,66,0,1,0,1,0
64077,445,0,0,drop,70,70,0,1,0,1,0
64075,445,0,0,drop,70,70,0,1,0,1,0
52460,445,0,0,drop,70,70,0,1,0,1,0
52462,445,0,0,drop,70,70,0,1,0,1,0
52461,445,0,0,drop,70,70,0,1,0,1,0
52454,445,0,0,drop,70,70,0,1,0,1,0
64239,445,0,0,drop,66,66,0,1,0,1,0
57300,53,43157,53,allow,184,94,90,2,30,1,1
56226,53,12248,53,allow,284,96,188,4,33,2,2
64987,53,14036,53,allow,192,98,94,2,30,1,1
40422,53,0,0,allow,82,82,0,1,30,1,0
55348,53,40546,53,allow,184,80,104,2,30,1,1
64835,53,7153,53,allow,174,89,85,2,30,1,1
46830,80,6947,80,allow,1764,751,1013,10,16,6,4
55551,53,54639,53,allow,788,108,680,2,30,1,1
50023,53,38403,53,allow,164,84,80,2,31,1,1
46963,443,17005,443,allow,70,70,0,1,5,1,0
51574,443,46080,443,allow,400,70,330,6,25,1,5
65212,53,35167,53,allow,192,98,94,2,31,1,1
45482,80,16084,80,allow,1130,624,506,11,15,5,6
56337,53,29643,53,allow,268,89,179,4,45,2,2
56202,53,48899,53,allow,749,94,655,2,30,1,1
55452,53,54913,53,allow,184,94,90,2,30,1,1
51576,443,46569,443,allow,400,70,330,6,25,1,5
55697,53,39982,53,allow,186,95,91,2,31,1,1
55692,53,35310,53,allow,196,100,96,2,30,1,1
55222,53,19882,53,allow,178,91,87,2,30,1,1
55927,53,11810,53,allow,711,87,624,2,30,1,1
40544,53,0,0,allow,82,82,0,1,30,1,0
64974,53,44237,53,allow,212,108,104,2,31,1,1
57301,53,33321,53,allow,170,87,83,2,31,1,1
49234,53,17547,53,allow,166,85,81,2,31,1,1
49477,53,35970,53,allow,172,88,84,2,30,1,1
50095,53,54067,53,allow,146,75,71,2,31,1,1
64071,445,0,0,drop,70,70,0,1,0,1,0
64236,445,0,0,drop,66,66,0,1,0,1,0
64229,445,0,0,drop,66,66,0,1,0,1,0
64235,445,0,0,drop,66,66,0,1,0,1,0
64232,445,0,0,drop,66,66,0,1,0,1,0
64233,445,0,0,drop,66,66,0,1,0,1,0
64227,445,0,0,drop,66,66,0,1,0,1,0
64226,445,0,0,drop,66,66,0,1,0,1,0
64070,445,0,0,drop,70,70,0,1,0,1,0
52450,445,0,0,drop,70,70,0,1,0,1,0
52447,445,0,0,drop,70,70,0,1,0,1,0
52445,445,0,0,drop,70,70,0,1,0,1,0
52443,445,0,0,drop,70,70,0,1,0,1,0
51398,53,51398,53,allow,197,90,107,2,30,1,1
64835,53,59630,53,allow,179,94,85,2,30,1,1
64065,445,0,0,drop,70,70,0,1,0,1,0
52437,445,0,0,drop,70,70,0,1,0,1,0
52438,445,0,0,drop,70,70,0,1,0,1,0
52435,445,0,0,drop,70,70,0,1,0,1,0
64220,445,0,0,drop,66,66,0,1,0,1,0
52434,445,0,0,drop,70,70,0,1,0,1,0
64216,445,0,0,drop,66,66,0,1,0,1,0
56592,53,12698,53,allow,200,102,98,2,29,1,1
49367,53,30708,53,allow,389,94,295,4,55,2,2
64483,53,37576,53,allow,300,90,210,4,30,2,2
55452,53,8362,53,allow,184,94,90,2,29,1,1
65239,53,58774,53,allow,199,102,97,2,29,1,1
55692,53,4863,53,allow,198,102,96,2,29,1,1
56354,53,44261,53,allow,182,102,80,2,29,1,1
64452,53,37833,53,allow,322,102,220,2,29,1,1
55106,53,60018,53,allow,184,94,90,2,29,1,1
49978,53,38632,53,allow,195,102,93,2,29,1,1
64462,53,49415,53,allow,179,94,85,2,30,1,1
55697,53,51781,53,allow,193,102,91,2,30,1,1
49397,53,53029,53,allow,373,98,275,4,43,2,2
56337,53,25650,53,allow,268,89,179,4,45,2,2
52867,53,61685,53,allow,184,86,98,2,30,1,1
56878,53,29099,53,allow,94,94,0,1,30,1,0
49234,53,44202,53,allow,167,86,81,2,30,1,1
55828,53,56117,53,allow,177,94,83,2,30,1,1
49556,53,62658,53,allow,300,100,200,4,44,2,2
55702,80,56730,80,allow,70,70,0,2,8,2,0
56612,53,15256,53,allow,274,87,187,4,30,2,2
59821,80,19887,80,allow,1052,612,440,10,15,5,5
56337,53,46173,53,allow,268,89,179,4,45,2,2
57300,53,21469,53,allow,184,94,90,2,30,1,1
65470,53,21136,53,allow,226,94,132,2,30,1,1
55222,53,4063,53,allow,181,94,87,2,30,1,1
64671,53,7191,53,allow,294,102,192,2,30,1,1
56873,53,25069,53,allow,184,94,90,2,30,1,1
37319,443,50657,443,allow,70,70,0,1,5,1,0
55452,53,7661,53,allow,184,94,90,2,30,1,1
40249,443,14843,443,allow,70,70,0,1,5,1,0
56029,53,2806,53,allow,346,94,252,2,30,1,1
64987,53,4145,53,allow,196,102,94,2,30,1,1
37321,443,3162,443,allow,70,70,0,1,5,1,0
56675,80,35224,80,allow,156,156,0,3,8,3,0
52100,443,58970,443,allow,190,70,120,4,15,2,2
64356,53,40978,53,allow,243,94,149,2,30,1,1
50030,53,18076,53,allow,209,110,99,2,30,1,1
37675,53,37675,53,allow,197,90,107,2,30,1,1
64420,53,21949,53,allow,362,94,268,2,30,1,1
56592,53,24895,53,allow,200,102,98,2,30,1,1
52780,443,29664,443,allow,122,62,60,2,15,1,1
49348,53,28507,53,allow,312,96,216,4,35,2,2
57906,80,15891,80,allow,318,192,126,6,26,4,2
65425,53,21278,53,allow,473,94,379,4,36,2,2
37320,443,60186,443,allow,70,70,0,1,5,1,0
56226,53,44944,53,allow,284,96,188,4,33,2,2
64677,53,11788,53,allow,334,93,241,4,50,2,2
50023,53,49657,53,allow,166,86,80,2,29,1,1
55222,53,13241,53,allow,181,94,87,2,29,1,1
55222,53,63142,53,allow,181,94,87,2,29,1,1
64581,53,16875,53,allow,214,110,104,2,29,1,1
56497,53,23071,53,allow,214,110,104,2,30,1,1
50473,123,38470,123,allow,184,94,90,2,30,1,1
57352,53,7772,53,allow,196,102,94,2,29,1,1
55966,53,61391,53,allow,86,86,0,1,29,1,0
56082,53,33966,53,allow,807,94,713,2,29,1,1
56497,53,5207,53,allow,214,110,104,2,30,1,1
49466,53,52804,53,allow,184,94,90,2,29,1,1
56472,53,54930,53,allow,167,86,81,2,30,1,1
65444,53,41449,53,allow,227,110,117,2,29,1,1
49202,53,57613,53,allow,226,86,140,2,30,1,1
57065,53,13982,53,allow,182,102,80,2,29,1,1
64835,53,38888,53,allow,179,94,85,2,30,1,1
63943,53,31455,53,allow,254,110,144,2,30,1,1
59638,53,40619,53,allow,714,454,260,2,30,1,1
49886,53,51424,53,allow,311,102,209,2,30,1,1
64974,53,31114,53,allow,214,110,104,2,30,1,1
65031,53,34987,53,allow,184,94,90,2,30,1,1
49267,53,44367,53,allow,184,94,90,2,31,1,1
64974,53,53114,53,allow,214,110,104,2,30,1,1
50023,53,60476,53,allow,166,86,80,2,31,1,1
64602,53,49677,53,allow,184,94,90,2,30,1,1
64181,53,18587,53,allow,194,102,92,2,31,1,1
55106,53,36714,53,allow,314,94,220,4,33,2,2
55884,53,55884,53,allow,197,90,107,2,30,1,1
64835,53,41380,53,allow,179,94,85,2,30,1,1
39622,53,25768,53,allow,168,78,90,2,30,1,1
55828,53,14283,53,allow,177,94,83,2,30,1,1
64433,53,21792,53,allow,257,94,163,2,30,1,1
60684,80,43634,80,allow,1737,796,941,12,16,7,5
56676,80,29076,80,allow,78,78,0,2,6,2,0
49477,53,9524,53,allow,271,88,183,4,59,2,2
55369,53,62193,53,allow,376,94,282,2,30,1,1
64225,53,35755,53,allow,322,118,204,2,30,1,1
56937,53,62951,53,allow,181,94,87,2,30,1,1
56937,53,52000,53,allow,181,94,87,2,33,1,1
56337,53,7280,53,allow,268,89,179,4,44,2,2
65212,53,45804,53,allow,196,102,94,2,30,1,1
54962,53,47568,53,allow,241,102,139,2,31,1,1
49849,53,37502,53,allow,196,102,94,2,31,1,1
55697,53,14156,53,allow,193,102,91,2,31,1,1
65031,53,49062,53,allow,184,94,90,2,31,1,1
64462,53,60220,53,allow,329,94,235,4,31,2,2
49772,53,54364,53,allow,181,94,87,2,31,1,1
50364,443,37739,443,allow,1727,926,801,15,30,7,8
49706,53,17646,53,allow,296,102,194,4,42,2,2
53911,1025,45349,1025,allow,130,70,60,3,6,2,1
64306,53,2693,53,allow,216,110,106,2,30,1,1
64214,445,0,0,drop,66,66,0,1,0,1,0
64212,445,0,0,drop,66,66,0,1,0,1,0
64211,445,0,0,drop,66,66,0,1,0,1,0
64052,445,0,0,drop,70,70,0,1,0,1,0
52430,445,0,0,drop,70,70,0,1,0,1,0
64049,445,0,0,drop,70,70,0,1,0,1,0
52420,445,0,0,drop,70,70,0,1,0,1,0
52415,445,0,0,drop,70,70,0,1,0,1,0
64200,445,0,0,drop,66,66,0,1,0,1,0
64045,445,0,0,drop,70,70,0,1,0,1,0
64043,445,0,0,drop,70,70,0,1,0,1,0
64041,445,0,0,drop,70,70,0,1,0,1,0
64192,445,0,0,drop,66,66,0,1,0,1,0
52406,445,0,0,drop,70,70,0,1,0,1,0
64190,445,0,0,drop,66,66,0,1,0,1,0
64034,445,0,0,drop,70,70,0,1,0,1,0
64183,445,0,0,drop,66,66,0,1,0,1,0
64032,445,0,0,drop,70,70,0,1,0,1,0
64172,445,0,0,drop,66,66,0,1,0,1,0
64031,445,0,0,drop,70,70,0,1,0,1,0
64030,445,0,0,drop,70,70,0,1,0,1,0
64029,445,0,0,drop,70,70,0,1,0,1,0
64023,445,0,0,drop,70,70,0,1,0,1,0
64024,445,0,0,drop,70,70,0,1,0,1,0
52398,445,0,0,drop,70,70,0,1,0,1,0
52397,445,0,0,drop,70,70,0,1,0,1,0
52395,445,0,0,drop,70,70,0,1,0,1,0
64011,445,0,0,drop,70,70,0,1,0,1,0
64010,445,0,0,drop,70,70,0,1,0,1,0
64160,445,0,0,drop,66,66,0,1,0,1,0
64164,445,0,0,drop,66,66,0,1,0,1,0
64163,445,0,0,drop,66,66,0,1,0,1,0
64166,445,0,0,drop,66,66,0,1,0,1,0
64167,445,0,0,drop,66,66,0,1,0,1,0
64165,445,0,0,drop,66,66,0,1,0,1,0
64161,445,0,0,drop,66,66,0,1,0,1,0
64159,445,0,0,drop,66,66,0,1,0,1,0
64007,445,0,0,drop,70,70,0,1,0,1,0
64001,445,0,0,drop,70,70,0,1,0,1,0
64000,445,0,0,drop,70,70,0,1,0,1,0
52389,445,0,0,drop,70,70,0,1,0,1,0
52387,445,0,0,drop,70,70,0,1,0,1,0
52386,445,0,0,drop,70,70,0,1,0,1,0
52378,445,0,0,drop,70,70,0,1,0,1,0
63989,445,0,0,drop,70,70,0,1,0,1,0
64144,445,0,0,drop,66,66,0,1,0,1,0
64145,445,0,0,drop,66,66,0,1,0,1,0
64146,445,0,0,drop,66,66,0,1,0,1,0
52374,445,0,0,drop,70,70,0,1,0,1,0
63985,445,0,0,drop,70,70,0,1,0,1,0
52373,445,0,0,drop,70,70,0,1,0,1,0
52371,445,0,0,drop,70,70,0,1,0,1,0
52369,445,0,0,drop,70,70,0,1,0,1,0
39661,23,0,0,deny,60,60,0,1,0,1,0
63975,445,0,0,drop,70,70,0,1,0,1,0
63973,445,0,0,drop,70,70,0,1,0,1,0
63974,445,0,0,drop,70,70,0,1,0,1,0
63972,445,0,0,drop,70,70,0,1,0,1,0
63969,445,0,0,drop,70,70,0,1,0,1,0
52357,445,0,0,drop,70,70,0,1,0,1,0
52354,445,0,0,drop,70,70,0,1,0,1,0
52352,445,0,0,drop,70,70,0,1,0,1,0
51413,1,0,0,deny,72,72,0,1,0,1,0
64132,445,0,0,drop,66,66,0,1,0,1,0
63963,445,0,0,drop,70,70,0,1,0,1,0
52349,445,0,0,drop,70,70,0,1,0,1,0
63955,445,0,0,drop,70,70,0,1,0,1,0
52348,445,0,0,drop,70,70,0,1,0,1,0
63953,445,0,0,drop,70,70,0,1,0,1,0
49250,53,20588,53,allow,731,85,646,2,30,1,1
64602,53,34002,53,allow,184,94,90,2,30,1,1
56491,53,1431,53,allow,711,87,624,2,30,1,1
65031,53,50837,53,allow,184,94,90,2,30,1,1
56485,80,20851,80,allow,569,365,204,6,16,3,3
64462,53,6951,53,allow,174,89,85,2,30,1,1
49556,53,40428,53,allow,300,100,200,4,44,2,2
55687,53,17643,53,allow,731,85,646,2,31,1,1
49267,53,65415,53,allow,184,94,90,2,30,1,1
53260,443,37700,443,allow,572,292,280,9,33,5,4
65318,53,17829,53,allow,184,94,90,2,31,1,1
51656,53,51656,53,allow,198,89,109,2,30,1,1
56248,53,47475,53,allow,767,102,665,2,30,1,1
56873,53,29966,53,allow,184,94,90,2,30,1,1
55503,53,13265,53,allow,200,102,98,2,30,1,1
57237,53,56776,53,allow,701,88,613,2,30,1,1
49706,53,30583,53,allow,296,102,194,4,41,2,2
64181,53,25731,53,allow,188,96,92,2,31,1,1
49772,53,60667,53,allow,178,91,87,2,30,1,1
49849,53,14013,53,allow,192,98,94,2,31,1,1
56519,53,63557,53,allow,166,85,81,2,31,1,1
49564,53,46836,53,allow,186,95,91,2,31,1,1
64118,445,0,0,drop,66,66,0,1,0,1,0
64116,445,0,0,drop,66,66,0,1,0,1,0
63948,445,0,0,drop,70,70,0,1,0,1,0
63947,445,0,0,drop,70,70,0,1,0,1,0
52339,445,0,0,drop,70,70,0,1,0,1,0
65318,53,18281,53,allow,184,94,90,2,30,1,1
52334,445,0,0,drop,70,70,0,1,0,1,0
52332,445,0,0,drop,70,70,0,1,0,1,0
52327,445,0,0,drop,70,70,0,1,0,1,0
63943,445,0,0,drop,70,70,0,1,0,1,0
64114,445,0,0,drop,66,66,0,1,0,1,0
36151,22,0,0,deny,60,60,0,1,0,1,0
63941,445,0,0,drop,70,70,0,1,0,1,0
64100,445,0,0,drop,66,66,0,1,0,1,0
64102,445,0,0,drop,66,66,0,1,0,1,0
64101,445,0,0,drop,66,66,0,1,0,1,0
64106,445,0,0,drop,66,66,0,1,0,1,0
64103,445,0,0,drop,66,66,0,1,0,1,0
64105,445,0,0,drop,66,66,0,1,0,1,0
64097,445,0,0,drop,66,66,0,1,0,1,0
52323,445,0,0,drop,70,70,0,1,0,1,0
48266,80,46749,80,allow,130,70,60,2,15,1,1
46438,53,32231,53,allow,222,78,144,2,30,1,1
37368,80,60512,80,allow,554,258,296,9,13,5,4
49556,53,1572,53,allow,300,100,200,4,43,2,2
64862,53,23535,53,allow,223,94,129,2,29,1,1
64462,53,14604,53,allow,179,94,85,2,29,1,1
57301,53,42748,53,allow,177,94,83,2,29,1,1
57300,53,9339,53,allow,184,94,90,2,29,1,1
49234,53,62807,53,allow,167,86,81,2,29,1,1
57301,53,40888,53,allow,177,94,83,2,29,1,1
55503,53,12220,53,allow,200,102,98,2,30,1,1
65148,53,60062,53,allow,498,204,294,6,29,3,3
65078,53,48280,53,allow,339,110,229,2,29,1,1
49772,53,62355,53,allow,181,94,87,2,29,1,1
56873,53,37492,53,allow,184,94,90,2,30,1,1
64037,53,2722,53,allow,215,94,121,2,29,1,1
64602,53,19507,53,allow,184,94,90,2,30,1,1
38279,80,49834,80,allow,122,62,60,2,15,1,1
37671,53,37671,53,allow,180,82,98,2,30,1,1
49518,53,40851,53,allow,167,86,81,2,30,1,1
49849,53,11014,53,allow,196,102,94,2,30,1,1
49518,53,65191,53,allow,167,86,81,2,30,1,1
49693,53,17140,53,allow,196,94,102,2,30,1,1
64942,53,4876,53,allow,284,102,182,4,37,2,2
